title,year,vote_count,vote_average,popularity,genres,soup
Rob Roy,1995,151,6,10.193549,['Adventure'],scotland biographi 18thcenturi liamneeson jessicalange johnhurt michaelcaton-jones michaelcaton-jones michaelcaton-jones Adventure
The Addiction,1995,46,6,3.137285,"['Drama', 'Horror']",newyork philosophi vampir blood student violenc lilitaylor christopherwalken annabellasciorra abelferrara abelferrara abelferrara Drama Horror
Batman Forever,1995,1529,5,13.321354,"['Action', 'Crime', 'Fantasy']",riddl dccomic rose gothamc partner superhero robin brokenneck psychologist violenc crimin districtattorney millionair tiedup tommygun knockedout superpow disfigur fatherfigur valkilmer tommyleejones jimcarrey joelschumacher joelschumacher joelschumacher Action Crime Fantasy
Belle de Jour,1967,163,7,10.142662,"['Drama', 'Romance']",prostitut adulteri doublelif dualident jealousi wifehusbandrelationship brothel dream women'ssexualident fantasi masoch independentfilm catherinedeneuve michelpiccoli jeansorel luisbuñuel luisbuñuel luisbuñuel Drama Romance
Beyond Rangoon,1995,21,6,2.04189,"['Drama', 'Thriller']",burma doctor patriciaarquette francesmcdormand uaungko johnboorman johnboorman johnboorman Drama Thriller
Blue in the Face,1995,28,6,11.528147,['Comedy'],smoke cornershop cigarett tobacco cigar independentfilm harveykeitel loureed michaelj.fox paulauster paulauster paulauster Comedy
Canadian Bacon,1995,57,5,5.391556,"['Action', 'Comedy']",johncandy alanalda rheaperlman michaelmoore michaelmoore michaelmoore Action Comedy
Casper,1995,1045,6,12.812539,"['Fantasy', 'Comedy', 'Family']",halloween friendship supernatur afterlif friend danger ghost disord younghero imaginari supernatural christinaricci billpullman cathymoriarty bradsilberling bradsilberling bradsilberling Fantasy Comedy Family
Clockers,1995,69,6,4.558992,"['Mystery', 'Crime', 'Drama']",drugpush train drug druglord harveykeitel johnturturro delroylindo spikelee spikelee spikelee Mystery Crime Drama
Congo,1995,214,5,7.260574,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",gorilla kongo diamondmin diamond lauralinney dylanwalsh erniehudson frankmarshall frankmarshall frankmarshall Action Adventure Drama Mystery Science Fiction Thriller
Crimson Tide,1995,508,7,8.657365,"['Action', 'Thriller', 'Drama']",submarin mutini russia missil nuclearmissil embassi u.s.navi battleforpow torpedo militari moraldilemma aircraftcarri denzelwashington genehackman mattcraven tonyscott tonyscott tonyscott Action Thriller Drama
Crumb,1994,71,7,3.620388,['Documentary'],underground biographi art robertcrumb alinekominsky charlescrumb terryzwigoff terryzwigoff terryzwigoff Documentary
Desperado,1995,898,6,6.950458,"['Thriller', 'Action', 'Crime']",gunsling antiterror ambush mexico showdown guitar nuditi hitman bartend reveng tragichero shootout explos extremeviol brutal druglord legbrac flashback antoniobanderas salmahayek joaquimdealmeida robertrodriguez robertrodriguez robertrodriguez Thriller Action Crime
Devil in a Blue Dress,1995,88,6,4.646132,"['Drama', 'Mystery', 'Thriller']",jazzclub murder losangel privatedetect filmnoir neo-noir denzelwashington tomsizemore jenniferbeals carlfranklin carlfranklin carlfranklin Drama Mystery Thriller
Die Hard: With a Vengeance,1995,2094,6,15.138855,"['Action', 'Thriller']",bomb taxi riddl robberi detect helicopt gold subway ship fistfight polic sequel decept shootout newyorkc explos violenc carchas fbiag flashback aqueduct actionhero brucewillis jeremyirons samuell.jackson johnmctiernan johnmctiernan johnmctiernan Action Thriller
The Doom Generation,1995,57,5,7.120806,"['Action', 'Comedy', 'Crime', 'Drama']",sex erotic nuditi nazi suspens drifter voyeur rosemcgowan jamesduval johnathonschaech greggaraki greggaraki greggaraki Action Comedy Crime Drama
Feast of July,1995,0,0,0.523575,"['Drama', 'Crime']",embethdavidtz tombell gemmajones christophermenaul christophermenaul christophermenaul Drama Crime
First Knight,1995,319,5,15.178338,"['Action', 'Adventure', 'Drama', 'Romance']",camelot knight kingarthur knightsoftheroundt seanconnery richardgere juliaormond jerryzucker jerryzucker jerryzucker Action Adventure Drama Romance
Free Willy 2 - The Adventure Home,1995,130,5,7.575098,['Adventure'],humananimalrelationship whale killerwhal jasonjamesrichter michaelmadsen jayneatkinson dwighth.little dwighth.little dwighth.little Adventure
Hackers,1995,406,6,14.810519,"['Action', 'Crime', 'Thriller', 'Drama']",femalenud hacker nuditi computervirus virtualr comput sexualfantasi prank internet cyberpunk teenag newyorkc secretservic computerhack dreamsequ jonnyleemiller angelinajolie jessebradford iainsoftley iainsoftley iainsoftley Action Crime Thriller Drama
Jeffrey,1995,19,6,3.196456,"['Comedy', 'Drama', 'Romance']",gay aid basedonplayormus hivposit stevenweber patrickstewart michaelt.weiss christopherashley christopherashley christopherashley Comedy Drama Romance
Johnny Mnemonic,1995,380,5,11.715868,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",brain childhoodmemori dystopia pharmaceuticalindustri computerchip cyberpunk keanureeves dinameyer takeshikitano robertlongo robertlongo robertlongo Adventure Action Drama Science Fiction Thriller
Judge Dredd,1995,643,5,8.184815,['Science Fiction'],judg post-apocalypt dystopia basedoncom policeoffic basedongraphicnovel frameup dystopicfutur framedformurd dredd 2000ad sylvesterstallone dianelane armandassante dannycannon dannycannon dannycannon Science Fiction
Jury Duty,1995,34,4,3.676921,"['Comedy', 'Drama']",stripper juri jurist independentfilm paulyshore tiacarrere stanleytucci johnfortenberry johnfortenberry johnfortenberry Comedy Drama
Kids,1995,280,6,4.877872,"['Drama', 'Crime']",puberti firsttim leofitzpatrick rosariodawson chloësevigny larryclark larryclark larryclark Drama Crime
Living in Oblivion,1995,64,7,10.058329,"['Drama', 'Comedy']",cinema independentfilm filmmak stevebuscemi catherinekeener dermotmulroney tomdicillo tomdicillo tomdicillo Drama Comedy
Lord of Illusions,1995,87,5,4.102409,"['Mystery', 'Horror', 'Thriller']",fanat supernatur wizardri resurrect sect occult scottbakula kevinj.o'connor famkejanssen clivebarker clivebarker clivebarker Mystery Horror Thriller
Love & Human Remains,1993,7,7,0.354014,"['Comedy', 'Drama']",thomasgibson ruthmarshall cameronbancroft denysarcand denysarcand denysarcand Comedy Drama
Mad Love,1995,27,5,2.624771,"['Drama', 'Family', 'Romance']",suicideattempt colleg teenangst mentalil womandirector chriso'donnell drewbarrymore matthewlillard antoniabird antoniabird antoniabird Drama Family Romance
Mallrats,1995,400,6,8.25547,"['Romance', 'Comedy']",sex gameshow slacker mall ex-boyfriendex-girlfriendrelationship jayandsilentbob aftercreditssting jasonlee jeremylondon shannendoherty kevinsmith kevinsmith kevinsmith Romance Comedy
Mighty Morphin Power Rangers: The Movie,1995,153,5,7.024227,"['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']",basedontvseri tokusatsu superheroteam amyjojohnson jasondavidfrank davidyost bryanspicer bryanspicer bryanspicer Action Adventure Science Fiction Family Fantasy
Mute Witness,1995,36,6,2.466066,"['Thriller', 'Foreign']",chase polic murder mute marinazudina fayripley evanrichards anthonywaller anthonywaller anthonywaller Thriller Foreign
Nadja,1994,12,5,7.720056,"['Horror', 'Thriller']",newyork vampir dracula elinalöwensohn peterfonda davidlynch michaelalmereyda michaelalmereyda michaelalmereyda Horror Thriller
The Net,1995,359,5,13.304342,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",cheat newident computervirus chase comput stalk sandrabullock jeremynortham dennismiller irwinwinkler irwinwinkler irwinwinkler Crime Drama Mystery Thriller Action
Nine Months,1995,171,5,8.482834,['Comedy'],parentchildrelationship babi marriag pregnanc childwish hughgrant juliannemoore tomarnold chriscolumbus chriscolumbus chriscolumbus Comedy
Party Girl,1995,14,5,1.165039,['Comedy'],librari parti independentfilm freespirit womandirector librarian parkerposey lievschreiber anthonydesando daisyvonscherlermayer daisyvonscherlermayer daisyvonscherlermayer Comedy
The Prophecy,1995,139,6,10.187623,"['Fantasy', 'Horror', 'Thriller']",angel archangelgabriel christopherwalken eliaskoteas virginiamadsen gregorywiden gregorywiden gregorywiden Fantasy Horror Thriller
Reckless,1995,1,10,0.119713,"['Fantasy', 'Comedy', 'Drama']",trauma gameshow femaleprotagonist christma miafarrow tonygoldwyn scottglenn normanrené normanrené normanrené Fantasy Comedy Drama
Safe,1995,62,7,8.180047,['Drama'],sex chemic medicin housewif pollut quarantin independentfilm allergi psychiatrist ill disord retreat juliannemoore xanderberkeley deannorris toddhaynes toddhaynes toddhaynes Drama
The Scarlet Letter,1995,111,5,6.752119,"['Drama', 'History', 'Romance']",basedonnovel burningofwitch pregnanc perioddrama extramaritalaffair demimoore garyoldman robertduvall rolandjoffé rolandjoffé rolandjoffé Drama History Romance
Showgirls,1995,261,4,17.502375,['Drama'],danc femalenud go-godanc spanner seduct stripteas sexapp elizabethberkley kylemaclachlan ginagershon paulverhoeven paulverhoeven paulverhoeven Drama
Smoke,1995,115,7,5.552946,"['Comedy', 'Drama']",smoke robber cigarett cigar independentfilm writer harveykeitel williamhurt giancarloesposito waynewang waynewang waynewang Comedy Drama
Something to Talk About,1995,60,5,3.743212,['Comedy'],hors savannah basedontruestori famili juliaroberts dennisquaid robertduvall lassehallström lassehallström lassehallström Comedy
Species,1995,457,5,13.492845,"['Science Fiction', 'Horror', 'Action']",telepathi dna paranoia genet instinct femmefatal alien ontherun decapit sexualattract losangel cocoon geneticengin aliendna natashahenstridge benkingsley michaelmadsen rogerdonaldson rogerdonaldson rogerdonaldson Science Fiction Horror Action
Strange Days,1995,334,6,11.223055,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",pornographi prostitut rape policebrut dream ex-girlfriend futur bodyguard rapper virtualr dystopia minidisc polic ex-cop murder cyberpunk losangel violenc crimin privatedetect revolt womandirector ralphfiennes angelabassett tomsizemore kathrynbigelow kathrynbigelow kathrynbigelow Crime Drama Science Fiction Thriller
The Umbrellas of Cherbourg,1964,119,7,8.133881,"['Drama', 'Romance']",carmechan letter music war singl catherinedeneuve ninocastelnuovo annevernon jacquesdemy jacquesdemy jacquesdemy Drama Romance
The Tie That Binds,1995,9,4,1.820419,['Thriller'],darylhannah keithcarradine moirakelly wesleystrick wesleystrick wesleystrick Thriller
Three Wishes,1995,18,6,11.002046,"['Drama', 'Fantasy']",basebal drifter dog koreanwar womandirector patrickswayze maryelizabethmastrantonio josephmazzello marthacoolidge marthacoolidge marthacoolidge Drama Fantasy
Total Eclipse,1995,112,6,4.546552,"['Drama', 'Romance']",mentor poet womandirector leonardodicaprio davidthewlis romanebohringer agnieszkaholland agnieszkaholland agnieszkaholland Drama Romance
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,117,6,7.653446,['Comedy'],transvest gay newyork dragqueen homophobia travel roadmovi womandirector patrickswayze wesleysnipes johnleguizamo beebankidron beebankidron beebankidron Comedy
Under Siege 2: Dark Territory,1995,217,5,7.490247,"['Action', 'Thriller']",terrorist pentagon satellit navys train stevenseagal ericbogosian everettmcgill geoffmurphy geoffmurphy geoffmurphy Action Thriller
Unstrung Heroes,1995,9,6,2.881689,"['Comedy', 'Drama', 'Family']",womandirector andiemacdowell johnturturro michaelrichards dianekeaton dianekeaton dianekeaton Comedy Drama Family
Unzipped,1995,6,6,0.786023,['Documentary'],fashion sandrabernhard isaacmizrahi naomicampbell douglaskeeve douglaskeeve douglaskeeve Documentary
A Walk in the Clouds,1995,168,6,9.715639,"['Drama', 'Romance']",worldwarii vineyard love remak pregnanc harvest keanureeves aitanasánchez-gijón anthonyquinn alfonsoaráu alfonsoaráu alfonsoaráu Drama Romance
Waterworld,1995,1017,5,16.885184,"['Adventure', 'Action']",ocean tattoo mutant water dystopia doomsday kevincostner chaimgirafi rickaviles kevinreynolds kevinreynolds kevinreynolds Adventure Action
White Man's Burden,1995,25,5,1.834099,['Drama'],dystopia johntravolta harrybelafonte kellylynch desmondnakano desmondnakano desmondnakano Drama
The Browning Version,1994,11,6,3.727644,['Drama'],albertfinney gretascacchi matthewmodine mikefiggis mikefiggis mikefiggis Drama
Burnt by the Sun,1994,35,6,2.486073,['Drama'],wifehusbandrelationship colonel nikitamikhalkov olegmenshikov ingeborgadapkunaite nikitamikhalkov nikitamikhalkov nikitamikhalkov Drama
Before the Rain,1994,45,7,3.525649,"['Drama', 'War']",monk mountain restaur warphotograph christian fashionphotograph girl violenc albanian katrincartlidge radeserbedzija grégoirecolin milčomančevski milčomančevski milčomančevski Drama War
Before Sunrise,1995,984,7,11.304979,"['Drama', 'Romance']",dialogu sunris talk soulmat walk austria travel danub bittersweet romant vienna ethanhawke juliedelpy andreaeckert richardlinklater richardlinklater richardlinklater Drama Romance
Billy Madison,1995,464,6,6.638116,['Comedy'],womandirector adamsandler darrenmcgavin bridgettewilson tamradavis tamradavis tamradavis Comedy
The Babysitter,1995,27,4,2.761837,"['Drama', 'Thriller']",alcohol obsess babysitt parti teenag parent aliciasilverstone jeremylondon j.t.walsh guyferland guyferland guyferland Drama Thriller
Boys on the Side,1995,48,6,3.030309,"['Comedy', 'Drama']",aid roommat homicid carjourney friendship friend homosexu escap roadmovi whoopigoldberg mary-louiseparker drewbarrymore herbertross herbertross herbertross Comedy Drama
The Cure,1995,58,7,2.686342,"['Drama', 'Family']",mississippi bradrenfro josephmazzello annabellasciorra peterhorton peterhorton peterhorton Drama Family
Castle Freak,1995,40,5,2.26977,"['Thriller', 'Drama', 'Horror', 'Mystery']",castl voyeur jeffreycombs barbaracrampton jonathanfuller stuartgordon stuartgordon stuartgordon Thriller Drama Horror Mystery
Circle of Friends,1995,30,6,2.605521,"['Drama', 'Family', 'Romance']",forbiddenlov moralconflict independentfilm chriso'donnell minniedriver geraldineo'rawe pato'connor pato'connor pato'connor Drama Family Romance
Clerks,1994,769,7,10.513367,['Comedy'],salesclerk loser aftercreditssting briano'halloran jeffanderson jasonmewes kevinsmith kevinsmith kevinsmith Comedy
Don Juan DeMarco,1994,184,6,7.438934,"['Romance', 'Drama', 'Comedy']",sexaddict love mentalinstitut patient psychiatrist johnnydepp marlonbrando fayedunaway jeremyleven jeremyleven jeremyleven Romance Drama Comedy
Disclosure,1994,217,5,11.812244,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",employe workplac sexualharass intrigu michaeldouglas demimoore donaldsutherland barrylevinson barrylevinson barrylevinson Drama Thriller Crime Mystery Romance
Drop Zone,1994,91,5,9.579155,"['Action', 'Adventure', 'Thriller']",terrorist transportofprison airplan parachut suspens wesleysnipes garybusey yancybutler johnbadham johnbadham johnbadham Action Adventure Thriller
Destiny Turns on the Radio,1995,9,5,0.710671,"['Crime', 'Comedy', 'Fantasy']",heist expectantfath dylanmcdermott nancytravis jameslegros jackbaran jackbaran jackbaran Crime Comedy Fantasy
Death and the Maiden,1994,92,7,5.484156,"['Drama', 'Thriller', 'Mystery']",marriedcoupl chile reveng doctor tortur humili sigourneyweaver benkingsley stuartwilson romanpolanski romanpolanski romanpolanski Drama Thriller Mystery
Dolores Claiborne,1995,183,7,5.8025,"['Crime', 'Drama', 'Mystery']",childabus detect basedonnovel bar island suspicionofmurd murder suspens dysfunctionalfamili domesticviol report maid anger alcohol accid abusivefath abusivehusband kathybates jenniferjasonleigh judyparfitt taylorhackford taylorhackford taylorhackford Crime Drama Mystery
